method,path,file,fn,auth,collections
POST,/api/auth/issue-portal-token,routes/auth_directory_routes.py,issue_portal_token,,
POST,/api/auth/change-master-password,routes/auth_directory_routes.py,change_master_password,require_admin_strict_dep,user_directory
GET,/api/admin/directory,routes/auth_directory_routes.py,list_users,require_admin_strict_dep,user_directory
POST,/api/admin/directory,routes/auth_directory_routes.py,create_user,require_admin_strict_dep,
PATCH,/api/admin/directory/{user_id},routes/auth_directory_routes.py,update_user,require_admin_strict_dep,
DELETE,/api/admin/directory/{user_id},routes/auth_directory_routes.py,delete_user,require_admin_strict_dep,
POST,/api/admin/directory/{user_id}/reset-password,routes/auth_directory_routes.py,reset_password,require_admin_strict_dep,
GET,/api/admin/audit,routes/auth_directory_routes.py,list_audit_log,require_admin_strict_dep,
GET,/api/governance/health,routes/governance_health.py,governance_health_all,,
GET,/api/governance/health/{portal},routes/governance_health.py,governance_health_one,,
GET,/assignments.csv,routes/dispatch_exports.py,export_assignments,require_dispatch_or_admin_dep,dispatch_assignments
GET,/state-events.csv,routes/dispatch_exports.py,export_state_events,require_dispatch_or_admin_dep,dispatch_state_events
GET,/haul-cycles.csv,routes/dispatch_exports.py,export_haul_cycles,require_dispatch_or_admin_dep,haul_cycles
GET,/admin/mfa/status,routes/mfa_routes.py,mfa_status,require_admin_strict_dep,
POST,/admin/mfa/enroll/start,routes/mfa_routes.py,mfa_enroll_start,require_admin_strict_dep,
POST,/admin/mfa/enroll/verify,routes/mfa_routes.py,mfa_enroll_verify,require_admin_strict_dep,
POST,/admin/mfa/disable,routes/mfa_routes.py,mfa_disable,require_admin_strict_dep,
POST,/admin/mfa/regenerate-recovery,routes/mfa_routes.py,mfa_regenerate_recovery,require_admin_strict_dep,
POST,/auth/mfa/verify-login,routes/mfa_routes.py,mfa_verify_login,,user_directory
GET,/cluster/capacity,routes/cluster_capacity.py,cluster_capacity,,
GET,/cluster/capacity/history,routes/cluster_capacity.py,cluster_capacity_history,,
GET,/production-health,routes/admin_production_health.py,production_health,require_admin_dep,
POST,/daily-reports,routes/daily_reports.py,create_daily_report,,daily_reports
GET,/daily-reports,routes/daily_reports.py,list_daily_reports,require_admin,daily_reports
GET,/daily-reports/next-number,routes/daily_reports.py,next_daily_report_number,require_admin,daily_reports
GET,/daily-reports/exposure-signals,routes/daily_reports.py,daily_report_exposure_signals,require_admin,daily_reports
GET,/daily-reports/{report_id}/audit-footer,routes/daily_reports.py,daily_report_audit_footer,require_admin,daily_reports
GET,/daily-reports.csv,routes/daily_reports.py,list_daily_reports_csv,require_admin,daily_reports
GET,/daily-reports/{report_id},routes/daily_reports.py,get_daily_report,require_admin,daily_reports
DELETE,/daily-reports/{report_id},routes/daily_reports.py,delete_daily_report,require_admin,
GET,/health,routes/health_routes.py,api_health,,
GET,/healthz,routes/health_routes.py,api_healthz,,
GET,/{link_id},routes/operational_links.py,get_link,require_actor|require_admin,operational_links
PATCH,/{link_id}/status,routes/operational_links.py,patch_status,require_admin,operational_links
GET,/admin/find-by-doc-id,routes/admin_lookups.py,admin_find_by_doc_id,require_admin_dep,
POST,/login,routes/field_leadership.py,login,,employees|jobs_master
GET,/check,routes/field_leadership.py,check,,employees|jobs_master
GET,/jobs,routes/field_leadership.py,list_jobs,,employees|jobs_master
GET,/employees,routes/field_leadership.py,list_employees,,employees
POST,/employees,routes/field_leadership.py,create_employee_inline,,employees
GET,/equipment-catalog,routes/field_leadership.py,list_equipment_catalog,,field_leadership_equipment_catalog|field_leadership_equipment_makes|field_leadership_records
GET,/equipment-makes,routes/field_leadership.py,list_equipment_makes,,field_leadership_equipment_makes|field_leadership_records
GET,/equipment-checkout-lookup,routes/field_leadership.py,lookup_equipment_by_serial,,field_leadership_records
GET,/{rec_id},routes/field_leadership.py,get_record,require_admin,field_leadership_records
GET,/{rec_id}/pdf,routes/field_leadership.py,get_pdf,require_admin,field_leadership_records
DELETE,/{rec_id},routes/field_leadership.py,soft_delete,require_admin,field_leadership_records
GET,/export/csv,routes/field_leadership.py,export_csv,,field_leadership_records
GET,/admin/equipment-catalog,routes/field_leadership.py,admin_list_catalog,require_admin,field_leadership_equipment_catalog
POST,/admin/equipment-catalog,routes/field_leadership.py,admin_create_catalog,require_admin,fi|field_leadership_equipment_catalog
PATCH,/admin/equipment-catalog/{item_id},routes/field_leadership.py,admin_patch_catalog,require_admin,field_leadership_equipment_catalog|field_leadership_equipment_makes
DELETE,/admin/equipment-catalog/{item_id},routes/field_leadership.py,admin_delete_catalog,require_admin,field_leadership_equipment_catalog|field_leadership_equipment_makes
GET,/admin/equipment-makes,routes/field_leadership.py,admin_list_makes,require_admin,field_leadership_equipment_makes
POST,/admin/equipment-makes,routes/field_leadership.py,admin_create_make,require_admin,field_leadership_equipment_makes
PATCH,/admin/equipment-makes/{item_id},routes/field_leadership.py,admin_patch_make,require_admin,field_leadership_equipment_makes|field_leadership_records
DELETE,/admin/equipment-makes/{item_id},routes/field_leadership.py,admin_delete_make,require_admin,field_leadership_equipment_makes|field_leadership_records
GET,/admin/equipment-checkout-export.csv,routes/field_leadership.py,admin_export_equipment_checkout,require_admin,field_leadership_records
POST,/pack,routes/safety_topic_library.py,generate_pack,require_safety_or_admin,
POST,/qaqc-inspections,routes/qaqc.py,create_qaqc,,jobs_master|qaqc_inspections
GET,/qaqc-inspections,routes/qaqc.py,list_qaqc,require_admin,qaqc_inspections
GET,/pm/qaqc-inspections,routes/qaqc.py,list_qaqc_for_pm,require_admin,qaqc_inspections
GET,/qaqc-inspections/{inspection_id},routes/qaqc.py,get_qaqc,require_admin,qaqc_inspections
DELETE,/qaqc-inspections/{inspection_id},routes/qaqc.py,delete_qaqc,require_admin,qaqc_inspections
GET,/admin/qaqc-inspections/stats,routes/qaqc.py,qaqc_stats,require_admin,qaqc_inspections
GET,/admin/qaqc-inspections/export.csv,routes/qaqc.py,qaqc_export,require_admin,qaqc_inspections
POST,/api/legacy-imports/upload,routes/legacy_imports.py,li_upload,,
GET,/api/legacy-imports/_meta,routes/legacy_imports.py,li_meta,,legacy_imports
GET,/api/legacy-imports,routes/legacy_imports.py,li_list,,legacy_imports
GET,/api/legacy-imports/{import_id},routes/legacy_imports.py,li_detail,,legacy_imports
GET,/api/legacy-imports/{import_id}/file,routes/legacy_imports.py,li_signed_url,,legacy_imports
PATCH,/api/legacy-imports/{import_id},routes/legacy_imports.py,li_correct,,legacy_imports
POST,/api/legacy-imports/{import_id}/approve,routes/legacy_imports.py,li_approve,,legacy_imports
POST,/api/legacy-imports/{import_id}/reject,routes/legacy_imports.py,li_reject,,legacy_imports
POST,/api/legacy-imports/{import_id}/retry-ocr,routes/legacy_imports.py,li_retry_ocr,require_admin_strict,legacy_import_audit|legacy_imports
GET,/api/admin/legacy-imports/audit,routes/legacy_imports.py,li_admin_audit,require_admin_strict,legacy_import_audit
GET,/api/admin/legacy-imports/pilot-debrief,routes/legacy_imports.py,li_admin_pilot_debrief,require_admin_strict,
GET,/safety/fire-extinguishers,routes/safety_portal/fire_extinguishers.py,list_fire_extinguishers,require_safety_token,fire_extinguishers
POST,/safety/fire-extinguishers,routes/safety_portal/fire_extinguishers.py,create_fire_extinguisher,require_safety_token,fire_extinguishers
PATCH,/safety/fire-extinguishers/{fe_id},routes/safety_portal/fire_extinguishers.py,update_fire_extinguisher,require_safety_token,fire_extinguishers
POST,/safety/fire-extinguishers/{fe_id}/inspect,routes/safety_portal/fire_extinguishers.py,inspect_fire_extinguisher,require_safety_token,fire_extinguishers
DELETE,/safety/fire-extinguishers/{fe_id},routes/safety_portal/fire_extinguishers.py,delete_fire_extinguisher,require_safety_token,fire_extinguishers
GET,/safety/documents,routes/safety_portal/documents.py,list_safety_documents,require_safety_or_hr_or_admin,safety_documents
POST,/safety/documents,routes/safety_portal/documents.py,upload_safety_document,,
PATCH,/safety/documents/{doc_id},routes/safety_portal/documents.py,update_safety_document,require_safety_or_hr_or_admin,safety_documents
GET,/safety/documents/{doc_id}/download,routes/safety_portal/documents.py,download_safety_document,require_safety_or_hr_or_admin|require_safety_token,safety_documents
DELETE,/safety/documents/{doc_id},routes/safety_portal/documents.py,delete_safety_document,require_safety_token,safety_documents
GET,/safety/training-records,routes/safety_portal/training.py,list_training_records,require_safety_or_hr_or_admin,employees|safety_training_records
POST,/safety/training-records,routes/safety_portal/training.py,create_training_record,,employees|safety_training_records
PATCH,/safety/training-records/{rec_id},routes/safety_portal/training.py,update_training_record,require_safety_or_hr_or_admin|require_safety_token,employees|safety_training_records
DELETE,/safety/training-records/{rec_id},routes/safety_portal/training.py,delete_training_record,require_safety_or_hr_or_admin|require_safety_token,corrective_actions|employees|field_leadership_records|incidents|safety_meetings|safety_training_records
GET,/safety/employee-profile/{employee_id},routes/safety_portal/training.py,employee_safety_profile,require_safety_or_hr_or_admin,corrective_actions|employees|field_leadership_records|incidents|safety_meetings|safety_training_records
GET,/safety/digest/preview,routes/safety_portal/digest.py,safety_digest_preview,require_safety_token,
POST,/safety/digest/send,routes/safety_portal/digest.py,safety_digest_send_now,require_safety_token,
POST,/safety/login,routes/safety_portal/auth_users.py,safety_login,,
GET,/safety/me,routes/safety_portal/auth_users.py,safety_me,require_safety_token,
POST,/safety/change-password,routes/safety_portal/auth_users.py,safety_change_password,require_safety_token,
POST,/safety/forgot-password,routes/safety_portal/auth_users.py,safety_forgot_password,,
POST,/safety/reset-password,routes/safety_portal/auth_users.py,safety_reset_password,,
GET,/admin/safety-users,routes/safety_portal/auth_users.py,admin_list_safety_users,require_admin,
POST,/admin/safety-users,routes/safety_portal/auth_users.py,admin_create_safety_user,require_admin,
PATCH,/admin/safety-users/{user_id},routes/safety_portal/auth_users.py,admin_update_safety_user,require_admin,
POST,/admin/safety-users/{user_id}/reset-password,routes/safety_portal/auth_users.py,admin_reset_safety_password,require_admin,
DELETE,/admin/safety-users/{user_id},routes/safety_portal/auth_users.py,admin_delete_safety_user,require_admin,
POST,/safety/fire-extinguishers/{fe_id}/attachments,routes/safety_portal/fire_ext_attachments.py,add_fe_attachment,require_safety_token,fire_extinguishers
DELETE,/safety/fire-extinguishers/{fe_id}/attachments/{att_id},routes/safety_portal/fire_ext_attachments.py,delete_fe_attachment,require_safety_token,fire_extinguishers
GET,/safety/fire-extinguishers/{fe_id}/attachments/{att_id},routes/safety_portal/fire_ext_attachments.py,download_fe_attachment,require_safety_token,fire_extinguishers
GET,/safety/fire-extinguishers/{fe_id}/history.pdf,routes/safety_portal/fire_ext_attachments.py,fe_history_pdf,require_safety_token,fire_extinguishers
GET,/safety/daily-reports,routes/safety_portal/daily_reports.py,list_safety_daily_reports,require_safety_token,daily_reports
GET,/safety/overview,routes/safety_portal/overview.py,safety_overview,require_admin|require_safety_token,
GET,/admin/safety/overview,routes/safety_portal/overview.py,admin_safety_overview,require_admin,
GET,/safety/corrective-actions,routes/safety_portal/corrective_actions.py,list_corrective_actions,require_safety_token,corrective_actions
POST,/safety/corrective-actions,routes/safety_portal/corrective_actions.py,create_corrective_action,require_safety_token,corrective_actions
GET,/safety/corrective-actions/{ca_id},routes/safety_portal/corrective_actions.py,get_corrective_action,require_safety_token,corrective_actions
PATCH,/safety/corrective-actions/{ca_id},routes/safety_portal/corrective_actions.py,update_corrective_action,require_safety_token,corrective_actions
POST,/safety/corrective-actions/{ca_id}/links,routes/safety_portal/corrective_actions.py,add_ca_link,require_safety_token,corrective_actions
DELETE,/safety/corrective-actions/{ca_id}/links,routes/safety_portal/corrective_actions.py,remove_ca_link,require_safety_token,corrective_actions
GET,/safety/corrective-actions/{ca_id}/related-resolved,routes/safety_portal/corrective_actions.py,resolve_ca_links,require_safety_token,corrective_actions
DELETE,/safety/corrective-actions/{ca_id},routes/safety_portal/corrective_actions.py,delete_corrective_action,require_safety_token,corrective_actions
GET,/integrations/motive/events,routes/integrations/events.py,list_motive_events,require_safety_or_hr_or_admin,maintainx_work_orders|motive_events
GET,/integrations/maintainx/work-orders,routes/integrations/events.py,list_maintainx_work_orders,require_safety_or_hr_or_admin,maintainx_work_orders
POST,/integrations/motive/webhook,routes/integrations/webhooks.py,motive_webhook,,
POST,/integrations/maintainx/webhook,routes/integrations/webhooks.py,maintainx_webhook,,
GET,/admin/integrations/overview,routes/integrations/config.py,admin_integration_overview,require_admin,integration_settings
GET,/admin/integrations/{provider},routes/integrations/config.py,admin_integration_settings_get,require_admin,integration_settings
PATCH,/admin/integrations/{provider},routes/integrations/config.py,admin_integration_settings_update,require_admin,integration_settings
POST,/admin/integrations/{provider}/test,routes/integrations/config.py,admin_integration_test_connection,require_admin|require_safety_or_hr_or_admin,asset_mappings|employee_mappings|integration_settings
GET,/integrations/health,routes/integrations/config.py,integration_health_card,require_safety_or_hr_or_admin,asset_mappings|employee_mappings|integration_settings
POST,/admin/integrations/import-csv,routes/integrations/imports_exports.py,import_csv,require_admin,asset_mappings|equipment_master
GET,/admin/integrations/export/asset-mappings,routes/integrations/imports_exports.py,export_asset_mappings,require_admin,asset_mappings
GET,/admin/integrations/export/employee-mappings,routes/integrations/imports_exports.py,export_employee_mappings,require_admin,asset_mappings|employee_mappings|equipment_master
GET,/admin/integrations/export/unmapped-equipment,routes/integrations/imports_exports.py,export_unmapped_equipment,require_admin,asset_mappings|employee_mappings|employees|equipment_master
GET,/admin/integrations/export/unmapped-employees,routes/integrations/imports_exports.py,export_unmapped_employees,require_admin,employee_mappings|employees
GET,/admin/integrations/sync-logs,routes/integrations/logs.py,list_sync_logs,require_admin,integration_error_logs|integration_sync_logs
GET,/admin/integrations/error-logs,routes/integrations/logs.py,list_error_logs,require_admin,integration_error_logs
POST,/admin/integrations/error-logs/{log_id}/resolve,routes/integrations/logs.py,resolve_error_log,require_admin,integration_error_logs
POST,/admin/integrations/mappings/wizard/preview,routes/integrations/wizard.py,wizard_preview,require_admin,asset_mappings|equipment_master
POST,/admin/integrations/mappings/wizard/commit,routes/integrations/wizard.py,wizard_commit,require_admin,asset_mappings|equipment_master
GET,/admin/integrations/mappings/wizard/runs,routes/integrations/wizard.py,list_wizard_runs,require_admin,integration_wizard_runs
GET,/admin/integrations/mappings/wizard/runs/{run_id},routes/integrations/wizard.py,get_wizard_run,require_admin,integration_wizard_runs
GET,/admin/integrations/asset-mappings,routes/integrations/mappings.py,list_asset_mappings,require_admin,asset_mappings|equipment_master
POST,/admin/integrations/asset-mappings,routes/integrations/mappings.py,create_asset_mapping,require_admin,asset_mappings|equipment_master
PATCH,/admin/integrations/asset-mappings/{mapping_id},routes/integrations/mappings.py,update_asset_mapping,require_admin,asset_mappings
DELETE,/admin/integrations/asset-mappings/{mapping_id},routes/integrations/mappings.py,delete_asset_mapping,require_admin,asset_mappings|employee_mappings|equipment_master
GET,/admin/integrations/asset-mappings/unmapped,routes/integrations/mappings.py,list_unmapped_equipment,require_admin,asset_mappings|employee_mappings|employees|equipment_master
GET,/admin/integrations/employee-mappings,routes/integrations/mappings.py,list_employee_mappings,require_admin,employee_mappings|employees
POST,/admin/integrations/employee-mappings,routes/integrations/mappings.py,create_employee_mapping,require_admin,employee_mappings|employees
PATCH,/admin/integrations/employee-mappings/{mapping_id},routes/integrations/mappings.py,update_employee_mapping,require_admin,employee_mappings
DELETE,/admin/integrations/employee-mappings/{mapping_id},routes/integrations/mappings.py,delete_employee_mapping,require_admin,employee_mappings|employees
GET,/admin/integrations/employee-mappings/unmapped,routes/integrations/mappings.py,list_unmapped_employees,require_admin,employee_mappings|employees
GET,/prompts,routes/odr/guidance_routes.py,get_prompts,require_actor,
GET,/resolve,routes/odr/guidance_routes.py,get_resolve,require_actor,
GET,/catalog-health,routes/odr/guidance_routes.py,get_catalog_health,require_actor,
GET,/crew-readiness/{crew_type},routes/odr/guidance_routes.py,get_crew_readiness,require_actor,
GET,/crew-readiness,routes/odr/guidance_routes.py,get_all_crew_readiness,require_actor,
GET,/{odr_id}/pdf,routes/odr/pdf.py,get_pdf,require_actor,odr
POST,/{odr_id}/amend,routes/odr/amendments.py,post_amend,require_actor,odr
GET,/{odr_id}/amendments,routes/odr/amendments.py,list_amendments,require_actor,odr|odr_amendments
GET,/{odr_id},routes/odr/routes.py,get_odr,require_actor,odr
PATCH,/{odr_id},routes/odr/routes.py,patch_odr,require_actor,odr
POST,/{odr_id}/submit,routes/odr/routes.py,submit_odr,require_actor,odr
POST,/{odr_id}/section-event,routes/odr/routes.py,post_section_event,require_actor,odr|odr_section_events
GET,/{odr_id}/section-events,routes/odr/routes.py,list_section_events,require_actor,odr|odr_section_events
POST,/{odr_id}/link,routes/odr/continuity.py,mint_link,require_actor,odr|odr_public_links
GET,/public-links,routes/odr/continuity.py,list_public_links,require_actor|require_admin,odr|odr_public_links
PATCH,/public-links/{link_id},routes/odr/continuity.py,patch_public_link,require_actor,odr|odr_public_links
GET,/public/{doc_id},routes/odr/continuity.py,public_resolve,,odr
GET,/{odr_id}/version-chain,routes/odr/continuity.py,version_chain,require_actor,odr|odr_amendments
POST,/event,routes/odr/observation.py,post_event,require_actor|require_admin,odr_observation_events
GET,/summary,routes/odr/observation.py,get_summary,require_admin,odr_observation_events
POST,/some-endpoint,lib/idempotency.py,create,,
