method,path,file,fn,auth,collections
GET,/projects,projects.py,list_projects,,project_members|projects
GET,/projects/{project_id},projects.py,get_project,,project_members|projects|users
GET,/projects/{project_id}/members,projects.py,list_members,require_admin_or_owner,project_members|projects|users
POST,/projects/{project_id}/members,projects.py,add_member,require_admin_or_owner,project_members|projects|users
DELETE,/projects/{project_id}/members/{user_id},projects.py,remove_member,require_admin_or_owner,project_members|projects
GET,/projects/{project_id}/scorecard,projects.py,project_scorecard,,project_members|projects
POST,/auth/login,auth.py,login,,users
POST,/auth/logout,auth.py,logout,,users
GET,/auth/me,auth.py,me,,users
POST,/auth/change-password,auth.py,change_password,,users
POST,/auth/refresh,auth.py,refresh_access_token,require_admin_or_owner,users
GET,/users,auth.py,list_users,require_admin_or_owner,users
POST,/users,auth.py,create_user,require_admin_or_owner,users
PUT,/users/{user_id},auth.py,update_user,require_admin_or_owner,users
POST,/users/{user_id}/reset-password,auth.py,admin_reset_password,require_admin_or_owner,users
DELETE,/users/{user_id},auth.py,deactivate_user,require_admin_or_owner,users
GET,/admin/guidance/coverage,server.py,admin_guidance_coverage,require_admin_strict,
GET,/admin/guidance/workflow-coverage,server.py,admin_guidance_workflow_coverage,require_admin_strict,
GET,/health/full,server.py,api_health_full,,backup_health|command
GET,/version,server.py,api_version,,
POST,/dev/login,server.py,dev_login,require_dev,
GET,/dev/check,server.py,dev_check,require_admin|require_dev,
GET,/dev/ops-manual.pdf,server.py,dev_ops_manual_pdf,require_admin|require_dev,
GET,/dev/ops-manual.docx,server.py,dev_ops_manual_docx,require_admin|require_dev,
GET,/admin/ops-manual.pdf,server.py,admin_ops_manual_pdf,require_admin|require_dev,
GET,/admin/ops-manual.docx,server.py,admin_ops_manual_docx,require_admin|require_dev,ops_manual_snapshots
POST,/dev/ops-manual/snapshot,server.py,dev_ops_manual_snapshot,require_dev,ops_manual_snapsho|ops_manual_snapshots
GET,/dev/ops-manual/snapshots,server.py,dev_ops_manual_list_snapshots,require_dev,ops_manual_snapshots
DELETE,/dev/ops-manual/snapshots/{snap_id},server.py,dev_ops_manual_delete_snapshot,require_dev,ops_manual_snapshots
GET,/dev/ops-manual/snapshots/{snap_id}.pdf,server.py,dev_ops_manual_snapshot_pdf,require_dev,ops_manual_snapshots
GET,/dev/ops-manual/snapshots/{snap_id}.docx,server.py,dev_ops_manual_snapshot_docx,require_dev,ops_manual_snapshots
GET,/dev/source-bundle.zip,server.py,dev_source_bundle,require_dev,
GET,/dev/source-bundle.info,server.py,dev_source_bundle_info,require_dev,
GET,/admin/employees/export,server.py,export_employees,require_admin,employees|equipment_master|suppliers
GET,/admin/suppliers/export,server.py,export_suppliers,require_admin,equipment_master|equipment_units|suppliers
GET,/admin/equipment-master/export,server.py,export_equipment_master,require_admin,equipment_master|equipment_units
GET,/admin/equipment-parts/export,server.py,export_equipment_parts,require_admin,equipment_units
GET,/admin/jobs/export,server.py,export_jobs,require_admin,
POST,/admin/login,server.py,admin_login,require_admin,audit_events
GET,/admin/check,server.py,admin_check,require_admin,audit_events
POST,/admin/logout,server.py,admin_logout,require_admin,audit_events
POST,/admin/auth/verify-password,server.py,admin_verify_password,require_admin,
GET,/admin/submit-language-stats,server.py,admin_submit_language_stats,require_admin,
POST,/calculators/save,server.py,save_calculator_run,require_admin,calculator_runs
GET,/admin/calculators/stats,server.py,admin_calculator_stats,require_admin,calculator_runs
GET,/admin/calculators/export.csv,server.py,admin_calculator_export_csv,require_admin,calculator_runs
POST,/shop/login,server.py,shop_login,,
GET,/shop/check,server.py,shop_check,require_shop_or_admin,
GET,/shop/me,server.py,shop_me,require_shop_or_admin,
POST,/shop/change-password,server.py,shop_change_password,require_shop_or_admin,
POST,/shop/forgot-password,server.py,shop_forgot_password,,
POST,/shop/reset-password,server.py,shop_reset_password,,
GET,/job-hazard-plans,server.py,list_job_hazard_plans,require_admin,job_hazard_plans
GET,/job-hazard-plans/{project_number}/file,server.py,download_job_hazard_plan,require_admin,job_hazard_plans
POST,/job-hazard-plans,server.py,upload_job_hazard_plan,require_admin,job_hazard_plans
DELETE,/job-hazard-plans/{project_number},server.py,delete_job_hazard_plan,require_admin,job_hazard_plans
GET,/job-hazard-files,server.py,list_all_jha_files,require_admin,
GET,/job-hazard-files/public/grouped,server.py,list_all_jha_files_public,require_admin,
GET,/job-hazard-files/by-project/{project_number},server.py,list_jha_files_for_project,require_admin,
POST,/job-hazard-files,server.py,upload_jha_file,require_admin,
GET,/job-hazard-files/{file_id}/download,server.py,download_jha_file,require_admin,
DELETE,/job-hazard-files/{file_id},server.py,delete_jha_file,require_admin,
GET,/trench-box-files,server.py,list_trench_box_files_grouped,require_admin,
GET,/trench-box-files/by-box/{box_id},server.py,list_trench_box_files_for_box,require_admin,
POST,/trench-box-files,server.py,upload_trench_box_file,require_admin,
DELETE,/trench-box-files/{file_id},server.py,delete_trench_box_file,require_admin,
GET,/trench-boxes,server.py,list_trench_boxes,,trench_boxes
GET,/trench-boxes/{box_id},server.py,get_trench_box,require_admin,trench_boxes
GET,/trench-boxes/{box_id}/file,server.py,download_trench_box_file,require_admin,trench_boxes
POST,/trench-boxes,server.py,create_trench_box,require_admin,trench_boxes
PUT,/trench-boxes/{box_id},server.py,update_trench_box,require_admin,trench_boxes
DELETE,/trench-boxes/{box_id},server.py,delete_trench_box,require_admin,trench_boxes
GET,/equipment-master,server.py,list_equipment_master,require_shop_or_admin,equipment_master
GET,/admin/equipment-master/archive,server.py,equipment_master_archive,require_shop_or_admin,equipment_master
POST,/admin/equipment-master/{unit_id}/restore,server.py,restore_equipment_master,require_shop_or_admin,equipment_master
GET,/equipment-types,server.py,list_equipment_types,require_admin,
GET,/jobs,server.py,list_jobs_public,require_admin,
GET,/admin/jobs,server.py,admin_list_jobs,require_admin,
POST,/admin/jobs,server.py,admin_upsert_job,require_admin,
PATCH,/admin/jobs/{job_id}/active,server.py,admin_set_job_active,require_admin,
DELETE,/admin/jobs/{job_id},server.py,admin_delete_job,require_admin,
GET,/admin/shop-users,server.py,admin_list_shop_users,require_admin,
POST,/admin/shop-users,server.py,admin_add_shop_user,require_admin,
PATCH,/admin/shop-users/{user_id},server.py,admin_update_shop_user,require_admin,
DELETE,/admin/shop-users/{user_id},server.py,admin_delete_shop_user,require_admin,
POST,/admin/shop-users/{user_id}/set-password,server.py,admin_set_shop_user_password,require_admin|require_admin_strict,
POST,/admin/shop-users/{user_id}/disable,server.py,admin_disable_shop_user,require_admin|require_admin_strict,shop_users
POST,/admin/shop-users/{user_id}/email-welcome,server.py,admin_shop_user_email_welcome,require_admin_strict,shop_users
GET,/admin/jobs/archive,server.py,admin_jobs_archive,require_admin,jobs_master
POST,/admin/jobs/{job_id}/restore,server.py,admin_restore_job,require_admin,jobs_master|project_managers
POST,/admin/jobs/bulk-replace,server.py,admin_bulk_replace_jobs,require_admin,jobs_master|project_managers
PATCH,/admin/jobs/{job_id}/co-pms,server.py,admin_set_job_co_pms,require_admin,jobs_master|project_managers
POST,/employees/add,server.py,add_employee_from_form,,employees|suppliers
POST,/suppliers/add,server.py,add_supplier_from_form,require_admin,employees|suppliers
GET,/employees,server.py,list_employees,require_admin,employees
GET,/admin/employees/status,server.py,employees_status,require_admin,employees
GET,/admin/employees/archive,server.py,employees_archive,require_admin,employees
POST,/admin/employees/{employee_id}/restore,server.py,restore_employee,require_admin,employees
POST,/admin/employees/upload,server.py,upload_employees,require_admin,
POST,/admin/employees,server.py,create_employee,require_admin,employees
PUT,/admin/employees/{employee_id},server.py,update_employee,require_admin,employees|suppliers
DELETE,/admin/employees/{employee_id},server.py,delete_employee,require_admin,suppliers
GET,/suppliers,server.py,list_suppliers,require_admin,suppliers
GET,/admin/suppliers/status,server.py,suppliers_status,require_admin,suppliers
GET,/admin/suppliers/archive,server.py,suppliers_archive,require_admin,suppliers
POST,/admin/suppliers/{supplier_id}/restore,server.py,restore_supplier,require_admin,suppliers
POST,/admin/suppliers/upload,server.py,upload_suppliers,require_admin,
POST,/admin/suppliers,server.py,create_supplier,require_admin,suppliers
PUT,/admin/suppliers/{supplier_id},server.py,update_supplier,require_admin,employees|suppliers
DELETE,/admin/suppliers/{supplier_id},server.py,delete_supplier,require_admin,employees|suppliers
GET,/admin/projects/list,server.py,list_projects_in_dailies,require_admin,daily_reports
GET,/admin/projects/pnl,server.py,project_pnl,require_admin,daily_reports
GET,/admin/equipment-master/status,server.py,equipment_master_status,require_admin|require_shop_or_admin,equipment_master
POST,/admin/equipment-master,server.py,create_equipment_master_unit,require_shop_or_admin,equipment_|equipment_master
PUT,/admin/equipment-master/{unit_id},server.py,update_equipment_master_unit,require_shop_or_admin,equipment_master
DELETE,/admin/equipment-master/{unit_id},server.py,delete_equipment_master_unit,require_admin|require_shop_or_admin,
POST,/admin/equipment-master/upload,server.py,upload_equipment_master,require_admin,
GET,/exports/csv,server.py,export_csv,require_admin,
GET,/exports/summary,server.py,export_summary,require_admin,
GET,/exports/full-backup,server.py,exports_full_backup,require_admin_strict,
GET,/admin/backups,server.py,admin_list_backups,require_admin_strict,list_collection_names
GET,/admin/backups/integrity-check,server.py,admin_backup_integrity_check,require_admin_strict,list_collection_names
GET,/admin/backups/{filename},server.py,admin_download_stored_backup,require_admin_strict,
DELETE,/admin/backups/{filename},server.py,admin_delete_stored_backup,require_admin_strict,
POST,/admin/backups/run-now,server.py,admin_run_backup_now,require_admin_strict,
POST,/admin/backups/run-complete-now,server.py,admin_run_complete_backup_now,require_admin_strict,
GET,/admin/backups-complete-r2-state,server.py,admin_complete_r2_state,require_admin_strict,
GET,/admin/backups-list-r2,server.py,admin_list_r2_backups,require_admin_strict,
GET,/admin/sessions/recent,server.py,admin_recent_sessions,require_admin_strict,session_activity
GET,/admin/backups-scheduler-state,server.py,admin_backups_scheduler_state,require_admin_strict,backup_health
POST,/admin/data-fixes/run,server.py,admin_run_data_fixes,require_admin|require_admin_strict,users
GET,/admin/crew-recovery/status,server.py,admin_crew_recovery_status,require_admin_strict,users
POST,/admin/crew-recovery/reset-password,server.py,admin_crew_recovery_reset,require_admin_strict,users
POST,/admin/crew-recovery/force-reseed,server.py,admin_crew_recovery_force_reseed,require_admin_strict,
POST,/admin/crew-recovery/scrap-crew-hub,server.py,admin_scrap_crew_hub,require_admin_strict,
POST,/admin/alert-outage,server.py,admin_alert_outage,require_admin,
GET,/admin/persistence-check,server.py,admin_persistence_check,require_admin,
PATCH,/admin/records/{kind}/{record_id}/project,server.py,edit_record_project,require_admin|require_admin_strict,
POST,/exports/restore,server.py,exports_restore,require_admin_strict,
GET,/equipment-status-board,server.py,equipment_status_board,require_admin,equipment_inspections|equipment_units
POST,/translate,server.py,translate_strings,,
GET,/training/video/{filename},server.py,training_video_stream,,
GET,/training/videos,server.py,training_videos_get,,
GET,/training/packet.pdf,server.py,training_packet_pdf,,
GET,/admin/training/stats,server.py,training_stats,require_admin,
PUT,/admin/training/videos,server.py,training_videos_put,require_admin_strict,
POST,/api/hr/driver-qualification/import/preview,tests/test_iter352_cdl_roster_importer.py,test_importer_uses_hr_or_admin_gate,require_hr_or_admin,
POST,/api/hr/driver-qualification/import/apply,tests/test_iter352_cdl_roster_importer.py,test_importer_uses_hr_or_admin_gate,require_hr_or_admin,
GET,/api/hr/driver-qualification/import/audit,tests/test_iter352_cdl_roster_importer.py,test_importer_uses_hr_or_admin_gate,require_hr_or_admin,
GET,/api/hr/driver-qualification/import/audit/{audit_id},tests/test_iter352_cdl_roster_importer.py,test_importer_uses_hr_or_admin_gate,require_hr_or_admin,
POST,/safety/training-records,tests/test_iter353a_shared_accountability.py,test_document_routes_use_shared_write_gate,require_safety_token,
PATCH,/safety/training-records/{rec_id},tests/test_iter353a_shared_accountability.py,test_document_routes_use_shared_write_gate,require_safety_token,
DELETE,/safety/training-records/{rec_id},tests/test_iter353a_shared_accountability.py,test_document_routes_use_shared_write_gate,require_safety_token,
POST,/safety/documents,tests/test_iter353a_shared_accountability.py,test_safety_forms_accepts_hr_token_at_gate,require_safety_token,
PATCH,/safety/documents/{doc_id},tests/test_iter353a_shared_accountability.py,test_safety_forms_accepts_hr_token_at_gate,require_safety_token,
DELETE,/safety/documents/{doc_id},tests/test_iter353a_shared_accountability.py,test_safety_forms_accepts_hr_token_at_gate,require_safety_token,
GET,/safety/documents/{doc_id}/download,tests/test_iter353a_shared_accountability.py,test_safety_forms_accepts_hr_token_at_gate,require_safety_token,
GET,/pm/check,tests/test_iter377_pm_routes_extraction.py,test_server_py_still_owns_non_extracted_pm_routes,,
GET,/pm/me,tests/test_iter377_pm_routes_extraction.py,test_server_py_still_owns_non_extracted_pm_routes,,
GET,/pm/crew/training-records,tests/test_iter377_pm_routes_extraction.py,test_server_py_still_owns_non_extracted_pm_routes,,
GET,/pm/crew/ppe,tests/test_iter377_pm_routes_extraction.py,test_server_py_still_owns_non_extracted_pm_routes,,
GET,/pm/crew/capas,tests/test_iter377_pm_routes_extraction.py,test_server_py_still_owns_non_extracted_pm_routes,,
GET,/pm/crew/summary,tests/test_iter377_pm_routes_extraction.py,test_server_py_still_owns_non_extracted_pm_routes,,
POST,/admin/project-managers/{pm_id}/set-password,tests/test_iter377_pm_routes_extraction.py,test_server_py_no_longer_owns_crew_helper,,
POST,/admin/project-managers/{pm_id}/set-password,tests/test_iter377_pm_routes_extraction.py,test_server_py_no_longer_owns_crew_helper,,
POST,/pm/login,tests/test_iter377_pm_routes_extraction.py,test_server_py_no_longer_owns_crew_helper,,
POST,/pm/forgot-password,tests/test_iter377_pm_routes_extraction.py,test_server_py_no_longer_owns_crew_helper,,
POST,/pm/reset-password,tests/test_iter377_pm_routes_extraction.py,test_server_py_no_longer_owns_crew_helper,,
POST,/pm/change-password,tests/test_iter377_pm_routes_extraction.py,test_server_py_no_longer_owns_crew_helper,,
POST,/pm/logout,tests/test_iter377_pm_routes_extraction.py,test_server_py_no_longer_owns_crew_helper,,
GET,/hr/training-records,tests/test_iter350_hr_safety_cdl_visibility.py,test_hr_safety_documents_endpoint_registered,,safety_training_records|training_track_records
GET,/hr/safety-documents,tests/test_iter350_hr_safety_cdl_visibility.py,test_hr_safety_documents_is_read_only,,
GET,/hr/safety-documents/{doc_id}/download,tests/test_iter350_hr_safety_cdl_visibility.py,test_hr_safety_documents_is_read_only,,
POST,/hr/safety-documents,tests/test_iter350_hr_safety_cdl_visibility.py,test_hr_training_records_is_read_only,,
PATCH,/hr/safety-documents,tests/test_iter350_hr_safety_cdl_visibility.py,test_hr_training_records_is_read_only,,
DELETE,/hr/safety-documents,tests/test_iter350_hr_safety_cdl_visibility.py,test_hr_training_records_is_read_only,,
PUT,/hr/safety-documents,tests/test_iter350_hr_safety_cdl_visibility.py,test_hr_training_records_is_read_only,,
POST,/hr/training-records,tests/test_iter350_hr_safety_cdl_visibility.py,test_hr_driver_qualification_is_read_only,,
PATCH,/hr/training-records,tests/test_iter350_hr_safety_cdl_visibility.py,test_hr_driver_qualification_is_read_only,,
DELETE,/hr/training-records,tests/test_iter350_hr_safety_cdl_visibility.py,test_hr_driver_qualification_is_read_only,,
PUT,/hr/training-records,tests/test_iter350_hr_safety_cdl_visibility.py,test_hr_driver_qualification_is_read_only,,
GET,/api/hr/driver-qualification/dashboard,tests/test_iter350_hr_safety_cdl_visibility.py,admin_tokens,,
POST,/api/hr/driver-qualification/dashboard,tests/test_iter350_hr_safety_cdl_visibility.py,admin_tokens,,
PATCH,/api/hr/driver-qualification/dashboard,tests/test_iter350_hr_safety_cdl_visibility.py,admin_tokens,,
DELETE,/api/hr/driver-qualification/dashboard,tests/test_iter350_hr_safety_cdl_visibility.py,admin_tokens,,
PUT,/api/hr/driver-qualification/dashboard,tests/test_iter350_hr_safety_cdl_visibility.py,admin_tokens,,
GET,/hr/daily-reports,tests/test_iter332_workflow_access_gaps.py,test_hr_portal_has_daily_reports_detail_route,,
GET,/hr/daily-reports/{report_id},tests/test_iter332_workflow_access_gaps.py,test_hr_daily_reports_uses_hr_token_gate,,
POST,/hr/daily-reports,tests/test_iter332_workflow_access_gaps.py,test_hr_daily_reports_six_filters,,
PATCH,/hr/daily-reports/,tests/test_iter332_workflow_access_gaps.py,test_hr_daily_reports_six_filters,,
PUT,/hr/daily-reports/,tests/test_iter332_workflow_access_gaps.py,test_hr_daily_reports_six_filters,,
DELETE,/hr/daily-reports/,tests/test_iter332_workflow_access_gaps.py,test_hr_daily_reports_six_filters,,
GET,/api/admin/directory,tests/test_iter346a_final_hygiene_closeout.py,,,
GET,/api/admin/directory/stats,tests/test_iter346a_final_hygiene_closeout.py,,,
GET,/api/admin/access-stats,tests/test_iter346a_final_hygiene_closeout.py,,,
POST,/login,tests/test_iter342_fl_login_convergence.py,test_leadership_auth_helper_untouched,,
POST,/pm/login,tests/test_iter378_pm_auth_extraction.py,test_server_py_no_longer_owns_pm_body_models,,
POST,/pm/forgot-password,tests/test_iter378_pm_auth_extraction.py,test_server_py_no_longer_owns_pm_body_models,,
POST,/pm/reset-password,tests/test_iter378_pm_auth_extraction.py,test_server_py_no_longer_owns_pm_body_models,,
POST,/pm/change-password,tests/test_iter378_pm_auth_extraction.py,test_server_py_no_longer_owns_pm_body_models,,
POST,/pm/logout,tests/test_iter378_pm_auth_extraction.py,test_server_py_no_longer_owns_pm_body_models,,
POST,/admin/project-managers/{pm_id}/set-password,tests/test_iter378_pm_auth_extraction.py,test_server_py_wires_login_deps_into_pm_router,,
POST,/admin/project-managers/{pm_id}/set-password,tests/test_iter378_pm_auth_extraction.py,test_server_py_wires_login_deps_into_pm_router,,
GET,/hr/daily-reports,tests/test_iter339_hr_daily_reports_calm_errors.py,test_backend_route_gated_by_require_hr_user,require_hr_user,
GET,/hr/daily-reports/{report_id},tests/test_iter339_hr_daily_reports_calm_errors.py,test_backend_route_gated_by_require_hr_user,require_hr_user,
GET,/hr/daily-reports,tests/test_iter339_hr_daily_reports_calm_errors.py,test_frontend_uses_operational_error_sanitizer,require_hr_user,
GET,", 1)[0]
    detail_block = src.split(",tests/test_iter339_hr_daily_reports_calm_errors.py,test_frontend_uses_operational_error_sanitizer,require_hr_user,
GET,/hr/daily-reports/{report_id},tests/test_iter339_hr_daily_reports_calm_errors.py,test_frontend_uses_operational_error_sanitizer,require_hr_user,
GET,", 1)[0]
    assert ",tests/test_iter339_hr_daily_reports_calm_errors.py,test_frontend_uses_operational_error_sanitizer,require_hr_user,
POST,/api/hr/employees/{employee_id}/reactivate,tests/test_iter316_rehire_eligibility_reactivate.py,test_iter316_frontend_invariants,,employees
GET,/admin/project-managers/export,tests/test_iter382_pm_admin_extraction.py,test_server_py_no_longer_owns_pm_body_classes,,
GET,/admin/project-managers,tests/test_iter382_pm_admin_extraction.py,test_server_py_no_longer_owns_pm_body_classes,,
GET,/project-managers,tests/test_iter382_pm_admin_extraction.py,test_server_py_no_longer_owns_pm_body_classes,,
POST,/admin/project-managers,tests/test_iter382_pm_admin_extraction.py,test_server_py_no_longer_owns_pm_body_classes,,
PATCH,/admin/project-managers/{pm_id},tests/test_iter382_pm_admin_extraction.py,test_server_py_no_longer_owns_pm_body_classes,,
DELETE,/admin/project-managers/{pm_id},tests/test_iter382_pm_admin_extraction.py,test_server_py_no_longer_owns_pm_body_classes,,
POST,/admin/project-managers/{pm_id}/set-password,tests/test_iter382_pm_admin_extraction.py,test_server_py_no_longer_owns_pm_body_classes,,
POST,/admin/project-managers/{pm_id}/welcome-pdf,tests/test_iter382_pm_admin_extraction.py,test_server_py_no_longer_owns_pm_body_classes,,
POST,/admin/project-managers/{pm_id}/email-welcome,tests/test_iter382_pm_admin_extraction.py,test_server_py_no_longer_owns_pm_body_classes,,
POST,/admin/project-managers/{pm_id}/disable,tests/test_iter382_pm_admin_extraction.py,test_server_py_no_longer_owns_pm_body_classes,,
GET,/admin/project-managers/activity,tests/test_iter382_pm_admin_extraction.py,test_server_py_no_longer_owns_pm_body_classes,,
GET,/lookup,tests/test_iter338_admin_reference_lookup.py,test_lookup_map_covers_nine_collections,require_admin,
GET,/categories,tests/test_iter347_promo_asset_library.py,test_frontend_page_exists_with_required_testids,,
GET,/manifest.json,tests/test_iter347_promo_asset_library.py,test_frontend_page_exists_with_required_testids,,
GET,/{asset_id},tests/test_iter347_promo_asset_library.py,test_frontend_page_exists_with_required_testids,,
PATCH,/{asset_id},tests/test_iter347_promo_asset_library.py,test_frontend_page_exists_with_required_testids,,
DELETE,/{asset_id},tests/test_iter347_promo_asset_library.py,test_frontend_page_exists_with_required_testids,,
GET,/{asset_id}/download,tests/test_iter347_promo_asset_library.py,test_frontend_page_exists_with_required_testids,,
GET,/admin/operational-inventory,tests/test_iter379_governance_extraction.py,test_governance_router_still_mounted,,
GET,/admin/operational-inventory/portals,tests/test_iter379_governance_extraction.py,test_governance_router_still_mounted,,
GET,/admin/operational-inventory/translation,tests/test_iter379_governance_extraction.py,test_governance_router_still_mounted,,
GET,/admin/operational-inventory/drift,tests/test_iter379_governance_extraction.py,test_governance_router_still_mounted,,
GET,/admin/guidance/search-misses,tests/test_iter379_governance_extraction.py,test_governance_router_still_mounted,,
GET,/api/po-requests,routes/po_requests.py,list_pos,require_any_portal_token,
GET,/api/po-requests/summary,routes/po_requests.py,summary,require_any_portal_token,po_requests
GET,/api/po-requests/export.csv,routes/po_requests.py,export_csv,require_any_portal_token,
GET,/api/po-requests/{po_id},routes/po_requests.py,get_po,require_any_portal_token,po_requests
POST,/api/po-requests,routes/po_requests.py,create_po,require_any_portal_token,po_requests
POST,/api/po-requests/{po_id}/approve,routes/po_requests.py,approve_po,require_any_portal_token,po_requests
POST,/api/po-requests/{po_id}/receipt,routes/po_requests.py,upload_receipt,require_any_portal_token,po_requests
GET,/api/po-requests/{po_id}/receipt,routes/po_requests.py,get_receipt,require_any_portal_token,po_requests
POST,/api/po-requests/{po_id}/respond-clarification,routes/po_requests.py,respond_clarification,require_any_portal_token,po_requests
POST,/api/po-requests/{po_id}/close,routes/po_requests.py,close_po,require_any_portal_token,po_requests
POST,/api/po-requests/{po_id}/cancel,routes/po_requests.py,cancel_po,require_admin|require_any_portal_token,po_requests
POST,/api/admin/po-requests/scan-missing-receipts,routes/po_requests.py,admin_scan_receipts,require_admin,
GET,/api/admin/po-requests/scan-missing-receipts/preview,routes/po_requests.py,admin_scan_receipts_preview,require_admin,
POST,/sweep,routes/admin_stability.py,stability_sweep,require_admin_strict_dep,
POST,/events,routes/operations.py,create_event,require_any_portal|require_write,operations_events
GET,/events,routes/operations.py,list_events,require_any_portal|require_write,operations_events
GET,/events/{event_id},routes/operations.py,get_event,require_any_portal|require_write,equipment_master|operations_events
PATCH,/events/{event_id},routes/operations.py,update_event,require_write,equipment_master|operations_events
POST,/holds,routes/operations.py,create_hold,require_write,asset_holds|equipment_master
POST,/holds/{hold_id}/approve,routes/operations.py,approve_hold,require_write,asset_holds
POST,/holds/{hold_id}/dismiss,routes/operations.py,dismiss_hold,require_write,asset_holds
POST,/holds/{hold_id}/release,routes/operations.py,release_hold,require_any_portal|require_write,asset_holds
GET,/holds,routes/operations.py,list_holds,require_any_portal|require_write,asset_assignments|asset_holds|equipment_master
POST,/assignments,routes/operations.py,upsert_assignment,require_write,asset_assignments|equipment_master
POST,/assignments/{asset_id}/clear,routes/operations.py,clear_assignment,require_write,asset_assignments|equipment_master
POST,/transfers,routes/operations.py,create_transfer,require_write,equipment_master|transfer_requests
POST,/transfers/{xid}/decide,routes/operations.py,decide_transfer,require_write,transfer_requests
GET,/transfers,routes/operations.py,list_transfers,require_any_portal,asset_idle_flags|asset_mappings|integration_settings|transfer_requests|unmapped_external_records
GET,/integration-readiness,routes/operations.py,integration_readiness,require_any_portal,asset_holds|asset_idle_flags|asset_mappings|integration_settings|unmapped_external_records
GET,/utilization,routes/operations.py,utilization_overview,require_any_portal,asset_assignments|asset_holds|equipment_master|transfer_requests
GET,/assets/{asset_id}/profile,routes/operations.py,asset_profile,require_any_portal,asset_mappings|corrective_actions|equipment_inspections|equipment_master|operations_events|transfer_requests
GET,/idle-equipment,routes/operations.py,idle_equipment,require_any_portal,asset_assignments|equipment_master|operations_events
GET,/api/admin/directory/k4/users,routes/admin_directory_k4.py,list_directory_users,require_admin_strict_dep,
GET,/api/admin/directory/k4/users/{user_id},routes/admin_directory_k4.py,get_directory_user,require_admin_strict_dep,admin_audit|user_directory
GET,/api/admin/directory/k4/stats,routes/admin_directory_k4.py,directory_stats,require_admin_strict_dep,user_directory
GET,/api/admin/directory/k4/role-templates,routes/admin_directory_k4.py,list_role_templates,require_admin_strict_dep,role_templates
POST,/api/admin/directory/k4/users/{user_id}/role-template,routes/admin_directory_k4.py,assign_role_template,require_admin_strict_dep,role_templates|user_directory
POST,/api/admin/directory/k4/users/{user_id}/convert-to-managed,routes/admin_directory_k4.py,convert_to_managed,require_admin_strict_dep,user_directory
POST,/api/admin/directory/k4/users/{user_id}/revert-to-mirrored,routes/admin_directory_k4.py,revert_to_mirrored,require_admin_strict_dep,user_directory
POST,/api/admin/directory/k4/users/{user_id}/set-disabled,routes/admin_directory_k4.py,set_disabled,require_admin_strict_dep,user_directory
GET,/day-1-debrief/questions,routes/dispatch_day1_debrief.py,list_questions_day1,require_admin_dep,
GET,/week-1-debrief/questions,routes/dispatch_day1_debrief.py,list_questions_week1,require_admin_dep,
POST,/day-1-debrief,routes/dispatch_day1_debrief.py,submit_debrief_day1,require_admin_dep,
POST,/week-1-debrief,routes/dispatch_day1_debrief.py,submit_debrief_week1,require_admin_dep,
GET,/banners/active,routes/hub_banners.py,list_active_banners,,
POST,/banners/{banner_id}/acknowledge,routes/hub_banners.py,acknowledge_banner,require_admin_dep,
POST,/banners/{banner_id}/dismiss,routes/hub_banners.py,dismiss_banner,require_admin_dep,
GET,/admin/banners,routes/hub_banners.py,list_all_banners,require_admin_dep,
POST,/admin/banners,routes/hub_banners.py,create_banner,require_admin_dep,
PATCH,/admin/banners/{banner_id},routes/hub_banners.py,update_banner,require_admin_dep,
DELETE,/admin/banners/{banner_id},routes/hub_banners.py,delete_banner,require_admin_dep,
POST,/admin/banners/translate,routes/hub_banners.py,translate_only,require_admin_dep,
GET,/admin/banners/{banner_id}/audit,routes/hub_banners.py,banner_audit,require_admin_dep,
GET,/admin/banners/{banner_id}/audit.pdf,routes/hub_banners.py,banner_audit_pdf,require_admin_dep,
GET,/admin/banners/{banner_id}/audit.csv,routes/hub_banners.py,banner_audit_csv,require_admin_dep,
POST,/admin/banners/{banner_id}/clone,routes/hub_banners.py,clone_banner,require_admin_dep,
POST,/assignments,routes/dispatch_lifecycle.py,create_assignment,require_dispatch_or_admin_dep,
GET,/assignments/board,routes/dispatch_lifecycle.py,get_board,require_any_portal_token_dep,di|dispatch_assignments
GET,/assignments,routes/dispatch_lifecycle.py,list_assignments,require_any_portal_token_dep,dispatch_assignments
GET,/assignments/{assignment_id},routes/dispatch_lifecycle.py,get_assignment,require_any_portal_token_dep|require_dispatch_or_admin_dep,dispatch_assignments
POST,/assignments/{assignment_id}/transition,routes/dispatch_lifecycle.py,transition_assignment,require_dispatch_or_admin_dep,dispatch_assignments
POST,/assignments/{assignment_id}/cancel,routes/dispatch_lifecycle.py,cancel_assignment,require_dispatch_or_admin_dep,dispatch_assignments|dispatch_state_events
POST,/assignments/{assignment_id}/reassign,routes/dispatch_lifecycle.py,reassign_assignment,require_dispatch_or_admin_dep,dispatch_assignments
GET,/state-events,routes/dispatch_lifecycle.py,list_state_events,require_any_portal_token_dep,dispatch_state_events|haul_cycles
GET,/haul-cycles,routes/dispatch_lifecycle.py,list_haul_cycles,require_any_portal_token_dep,haul_cycles
GET,/lifecycle/states,routes/dispatch_lifecycle.py,get_canonical_states,require_any_portal_token_dep,
GET,/haul-activity,routes/dispatch_lifecycle.py,haul_activity_summary,require_any_portal_token_dep,
